,Dist(nm),FES(kcal/mol),Derivatives,Replica name,Fit FES(kcal/mol)
30,1.798586582,-15.062032018,-12.80296571,replica15,-14.171969004325076
31,1.816227468,-15.281121977,-12.87356195,replica15,-14.759680784951295
32,1.833868354,-15.543197414,-17.495432358,replica15,-15.400665061667794
33,1.851509241,-15.917836706,-25.386109219,replica15,-16.09730350496099
34,1.869150127,-16.449432005,-35.068674946,replica15,-16.849390676790136
35,1.886791013,-17.154606475,-44.76060421,replica15,-17.654036670347406
36,1.904431899,-18.018317158,-52.782015094,replica15,-18.505685324931502
37,1.922072785,-19.001104056,-58.18601222,replica15,-19.39624772490074
38,1.939713671,-20.054675395,-60.891113914,replica15,-20.31534557016311
39,1.957354557,-21.139808106,-61.892295706,replica15,-21.250654130365824
40,1.974995443,-22.232712289,-61.837777901,replica15,-22.1883300905127
41,1.992636329,-23.313016969,-60.303763093,replica15,-23.11350586476441
42,2.010277215,-24.342821073,-55.795380097,replica15,-24.010829068554187
43,2.027918101,-25.255266837,-46.92134475,replica15,-24.865023927944588
44,2.045558987,-25.974412775,-34.105818913,replica15,-25.661450554362993
45,2.063199873,-26.452635194,-20.359420728,replica15,-26.38663825745162
46,2.080840759,-26.712312314,-9.987038841,replica15,-27.028770392080805
47,2.098481646,-26.845324806,-6.408346312,replica15,-27.57810057022912
48,2.116122532,-26.985217753,-10.60914982,replica15,-28.027283299701462
49,2.133763418,-27.253075766,-20.360656148,replica15,-28.371606083110674
50,2.151404304,-27.711201636,-31.387944283,replica15,-28.60911453171064
51,2.16904519,-28.340065159,-38.919959558,replica15,-28.740626904290615
52,2.186686076,-29.041790392,-39.188868843,replica15,-28.76963944184979
53,2.204326962,-29.668740502,-30.324615153,replica15,-28.702128701377802
54,2.221967848,-30.06072609,-12.857070652,replica15,-28.546261571983987
55,2.239608734,-30.087341905,10.456087367,replica15,-28.31202757782325
56,2.25724962,-29.685162655,34.88091691,replica15,-28.01081125732636
57,2.274890506,-28.881298123,55.144993839,replica15,-27.654924716657725
58,2.292531392,-27.790654115,66.804556832,replica15,-27.257121790047293
59,2.310172278,-26.589651779,67.518100189,replica15,-26.83011555142511
60,2.327813165,-25.468486248,58.179584518,replica15,-26.38612021114344
61,2.345454051,-24.574394802,42.548449406,replica15,-25.936436748322333
62,2.363094937,-23.973768246,25.741581888,replica15,-25.491099069714505
63,2.380735823,-23.647794643,11.904004181,replica15,-25.058594187420944
64,2.398376709,-23.524696039,2.817110609,replica15,-24.64566604186968
65,2.416017595,-23.524417933,-2.232596396,replica15,-24.257208360091123
66,2.433658481,-23.587561166,-4.545765496,replica15,-23.89624754476383
67,2.451299367,-23.671929569,-4.666688492,replica15,-23.56401225379203
68,2.468940253,-23.736488636,-2.138390331,replica15,-23.26008226431543
69,2.486581139,-23.730333905,3.294379459,replica15,-22.982605613653984
