,Dist(nm),FES(kcal/mol),Derivatives,Replica name,Fit FES(kcal/mol)
97,3.17523,-21.975488782,7.782042316,replica13,-22.125547308911916
98,3.19289134,-21.826295147,9.287150242,replica13,-22.125713988674352
99,3.21055268,-21.646159143,10.975376917,replica13,-22.11275375991349
100,3.228214021,-21.44844697,11.076968438,replica13,-22.077935447667343
101,3.245875361,-21.269467246,8.825731673,replica13,-22.01336083734048
102,3.263536701,-21.149180203,4.609851055,replica13,-21.912302486283746
103,3.281198041,-21.1090877,0.007856657,replica13,-21.769492714976906
104,3.298859381,-21.138118869,-2.791322489,replica13,-21.581344637468362
105,3.316520722,-21.187113867,-2.077221916,replica13,-21.346090395973356
106,3.334182062,-21.187486916,2.700951076,replica13,-21.06382714640695
107,3.351843402,-21.073877863,10.47669448,replica13,-20.736467402350872
108,3.369504742,-20.814416113,18.74773548,replica13,-20.36759664091416
109,3.387166082,-20.425252355,24.801950897,replica13,-19.962247148661476
110,3.404827423,-19.959182413,27.395973707,replica13,-19.52660250336842
111,3.422488763,-19.475003176,27.103108572,replica13,-19.06765146413809
112,3.440150103,-19.005146307,26.205458783,replica13,-18.59281307431681
113,3.457811443,-18.539249828,26.947654895,replica13,-18.109556265557565
114,3.475472784,-18.037703157,30.216222228,replica13,-17.625037098916977
115,3.493134124,-17.462538593,34.976248387,replica13,-17.145775021589582
116,3.510795464,-16.808790828,38.688720158,replica13,-16.677386303822352
117,3.528456804,-16.116103093,39.099952983,replica13,-16.224388402183866
118,3.546118144,-15.450420145,35.685225812,replica13,-15.790083710105138
119,3.563779485,-14.871696189,29.576138698,replica13,-15.376525401293932
120,3.581440825,-14.409535647,22.850221246,replica13,-14.98456227278371
121,3.599102165,-14.057382236,17.334721489,replica13,-14.613954076626346
122,3.616763505,-13.787207275,13.574203746,replica13,-14.26354418400963
123,3.634424845,-13.570956179,11.048784936,replica13,-13.931472882519206
124,3.652086186,-13.393303788,9.157382379,replica13,-13.615412410316534
125,3.669747526,-13.244730172,7.784688149,replica13,-13.3128041210157
126,3.687408866,-13.112019184,7.504397355,replica13,-13.021078977983205
127,3.705070206,-12.970695465,8.767126897,replica13,-12.737844810421269
128,3.722731546,-12.794455797,11.334891959,replica13,-12.461027232598656
129,3.740392887,-12.568811103,14.183462384,replica13,-12.188955546550996
130,3.758054227,-12.297366215,16.3925596,replica13,-11.920389961851505
131,3.775715567,-11.995953272,17.631697722,replica13,-11.654491674799312
132,3.793376907,-11.677083161,18.47497175,replica13,-11.390742341731547
133,3.811038247,-11.341586059,19.576123593,replica13,-11.128823863501385
134,3.828699588,-10.984378555,20.844096826,replica13,-10.868472824860062
135,3.846360928,-10.608422836,21.536191602,replica13,-10.609326132299085
136,3.864022268,-10.232417581,20.762256141,replica13,-10.350775190770923
137,3.881683608,-9.884300297,18.462172071,replica13,-10.091845286424599
138,3.899344948,-9.583966905,15.568608389,replica13,-9.83111474641365
139,3.917006289,-9.330406849,13.341484771,replica13,-9.566685086861678
140,3.934667629,-9.104185171,12.565924768,replica13,-9.296208995291343
141,3.952328969,-8.877566391,13.358326036,replica13,-9.016977964498059
142,3.969990309,-8.626182084,15.223599247,replica13,-8.726066097117936
143,3.987651649,-8.338432741,17.331849958,replica13,-8.42052145626213
144,4.00531299,-8.016670569,18.953328192,replica13,-8.097591763887719
145,4.02297433,-7.675655786,19.454157482,replica13,-7.754967623454984
146,4.04063567,-7.335747412,18.909042396,replica13,-7.391024077815921
147,4.05829701,-7.010061125,18.030690596,replica13,-7.00504042577254
148,4.075958351,-6.693786542,18.035873063,replica13,-6.597378919292627
149,4.093619691,-6.362238885,19.850044299,replica13,-6.169605235027056
150,4.111281031,-5.980920704,23.561688721,replica13,-5.724537323391038
151,4.128942371,-5.525554671,28.008837676,replica13,-5.266214136538349
152,4.146603711,-4.996739193,31.59201554,replica13,-4.799781475800192
153,4.164265052,-4.422511652,32.997894397,replica13,-4.331298358835988
154,4.181926392,-3.846903886,31.771697532,replica13,-3.8674734229582555
155,4.199587732,-3.312219388,28.533240501,replica13,-3.4153464809906997
156,4.217249072,-2.843163422,24.554132433,replica13,-2.9819349835022293
157,4.234910412,-2.442877335,20.886009766,replica13,-2.573868431486792
158,4.252571753,-2.099146245,18.212259524,replica13,-2.19703543372808
159,4.270233093,-1.794658826,16.361797524,replica13,-1.856267937200716
160,4.287894433,-1.519344396,14.814996383,replica13,-1.555085134315545
161,4.305555773,-1.273072571,13.007052053,replica13,-1.2955157656026375
162,4.323217113,-1.063039806,10.696423562,replica13,-1.0780122260073313
163,4.340878454,-0.896537819,8.160952875,replica13,-0.9014634068616425
164,4.358539794,-0.773186019,5.883591913,replica13,-0.7633060242530106
165,4.376201134,-0.684812559,4.253172947,replica13,-0.6597268281328437
166,4.393862474,-0.618484133,3.360669718,replica13,-0.5859411174686938
167,4.411523814,-0.563751113,2.868756024,replica13,-0.5365269585311991
168,4.429185155,-0.517399527,2.340899476,replica13,-0.5057899187061239
169,4.446846495,-0.482776502,1.522765524,replica13,-0.4881303992652841
170,4.464507835,-0.46468937,0.509151547,replica13,-0.47838506463882813
171,4.482169175,-0.463535509,-0.311657048,replica13,-0.4721155587192798
172,4.499830515,-0.472054203,-0.539272126,replica13,-0.465821638337119
173,4.517491856,-0.478241802,-0.05187089,replica13,-0.45706183501816566
174,4.535153196,-0.471155487,0.889172282,replica13,-0.44447240763201723
175,4.552814536,-0.447189643,1.768242757,replica13,-0.42768415393215065
176,4.570475876,-0.411816368,2.128841474,replica13,-0.407145976980981
177,4.588137216,-0.376079027,1.817450808,replica13,-0.38387324788227734
178,4.605798557,-0.349816986,1.130648,replica13,-0.35914723798027315
179,4.623459897,-0.335596788,0.542805129,replica13,-0.33419850657714156
180,4.641121237,-0.327458754,0.485838797,replica13,-0.30991149763657466
181,4.658782577,-0.314577932,1.063379404,replica13,-0.28658922219637684
182,4.676443918,-0.28774685,1.999376267,replica13,-0.26381545440353316
183,4.694105258,-0.244502284,2.844781023,replica13,-0.24044722400796514
184,4.711766598,-0.190083568,3.222118734,replica13,-0.21476264667621292
185,4.729427938,-0.134077824,3.034440506,replica13,-0.18477862538586187
186,4.747089278,-0.085313724,2.441687188,replica13,-0.14874023145999882
187,4.764750619,-0.048751473,1.694871608,replica13,-0.10576937746216775
188,4.782411959,-0.024922624,1.02970192,replica13,-0.05664562636959891
189,4.800073299,-0.0112794,0.548871389,replica13,-0.004677645198288394
190,4.817734639,-0.004398133,0.257118978,replica13,0.04338904939966637
191,4.835395979,-0.001400485,0.101289999,replica13,0.07649277383395736
192,4.85305732,-0.000316888,0.030648979,replica13,0.07847646266150321
193,4.87071866,-5.1815e-05,0.005898907,replica13,0.027483011680758285
194,4.88838,-1e-09,0.001367726,replica13,-0.10440229237157927
0,1.47028,-0.0,-0.0,replica15,-0.05770359767929656
1,1.487883424,-0.00014279,-0.01694238,replica15,0.014218420045495284
2,1.505486848,-0.000820019,-0.073153601,replica15,0.06451659636077972
3,1.523090272,-0.003337461,-0.249030059,replica15,0.08494608002185938
4,1.540693696,-0.010992025,-0.682239884,replica15,0.06798549268525828
5,1.55829712,-0.030032931,-1.57988588,replica15,0.0077162777754683776
6,1.575900543,-0.070743824,-3.19733749,replica15,-0.09936021495809999
7,1.593503967,-0.148726208,-5.838333906,replica15,-0.25369423883998354
8,1.611107391,-0.282630899,-9.545124393,replica15,-0.452366758436229
9,1.628710815,-0.489227114,-14.0084802,replica15,-0.6891691182193447
10,1.646314239,-0.775957879,-18.487284836,replica15,-0.9551332482046619
11,1.663917663,-1.134060784,-21.935863896,replica15,-1.2395068282547608
12,1.681521087,-1.53663863,-23.422758083,replica15,-1.5311062469661585
13,1.699124511,-1.944869912,-22.568154372,replica15,-1.8199205232802433
14,1.716727935,-2.318596383,-19.600749315,replica15,-2.0987899754086943
15,1.734331359,-2.627761151,-15.391562305,replica15,-2.3649519967299577
16,1.751934783,-2.860113717,-11.111013296,replica15,-2.6212387325444544
17,1.769538207,-3.026720146,-8.141728183,replica15,-2.876730961779244
18,1.78714163,-3.161943464,-7.738607874,replica15,-3.1467189978987324
19,1.804745054,-3.320995086,-10.989346915,replica15,-3.451891351157095
20,1.822348478,-3.572338476,-18.183815207,replica15,-3.8167583811122605
21,1.839951902,-3.980022182,-28.534510122,replica15,-4.267411743627431
22,1.857555326,-4.585549426,-40.339190911,replica15,-4.828810054699677
23,1.87515875,-5.396698992,-51.588970083,replica15,-5.521855526626747
24,1.892762174,-6.388106016,-60.559282077,replica15,-6.360575169228792
25,1.910365598,-7.509768008,-66.36880175,replica15,-7.349735728807301
26,1.927969022,-8.708578256,-69.50631007,replica15,-8.48319964616434
27,1.945572446,-9.947565493,-71.111466192,replica15,-9.743270000069346
28,1.96317587,-11.211721925,-72.575187624,replica15,-11.101180200168203
29,1.980779293,-12.507307163,-74.767726141,replica15,-12.5187678174658
30,1.998382717,-13.846055846,-77.270530996,replica15,-13.951243450947857
31,2.015986141,-15.218826982,-78.262233161,replica15,-15.350839057578161
32,2.033589565,-16.580846805,-75.77960986,replica15,-16.6710103456918
33,2.051192989,-17.860475387,-68.878029189,replica15,-17.870788064501085
34,2.068796413,-18.983950646,-58.306977735,replica15,-18.91883389111822
35,2.086399837,-19.903539776,-46.072403713,replica15,-19.796764500177517
36,2.104003261,-20.609465432,-34.378317253,replica15,-20.501363568115796
37,2.121606685,-21.124769679,-24.522306263,replica15,-21.04540172586196
38,2.139210109,-21.485977058,-16.898332199,replica15,-21.456919465394485
39,2.156813533,-21.734727015,-11.862222765,replica15,-21.77698408085957
40,2.174416957,-21.925026319,-10.469814156,replica15,-22.056092376648216
41,2.19202038,-22.132130364,-13.936849558,replica15,-22.349538532004225
42,2.209623804,-22.44638467,-22.635052187,replica15,-22.71218451168116
43,2.227227228,-22.954203692,-35.596944952,replica15,-23.193144922835984
44,2.244830652,-23.710290807,-50.332879003,replica15,-23.83091988569198
45,2.262434076,-24.719093711,-63.874453999,replica15,-24.64947460782193
46,2.2800375,-25.938122262,-73.879581646,replica15,-25.65567543413695
47,2.297640924,-27.28868172,-78.648632638,replica15,-26.83835775502784
48,2.315244348,-28.676303129,-78.21702688,replica15,-28.169135086158597
49,2.332847772,-30.021481077,-74.178246335,replica15,-29.604878450801262
50,2.350451196,-31.280411474,-68.795050619,replica15,-31.091620330301833
51,2.36805462,-32.448977618,-64.304144576,replica15,-32.56948704383426
52,2.385658043,-33.559887763,-62.374030524,replica15,-33.9781541767155
53,2.403261467,-34.656186517,-62.389549335,replica15,-35.26226394805897
54,2.420864891,-35.754534547,-62.042782267,replica15,-36.376247752130844
55,2.438468315,-36.819418776,-58.210836077,replica15,-37.28806148759079
56,2.456071739,-37.773327716,-49.312686032,replica15,-37.981459010365846
57,2.473675163,-38.529365656,-35.992123899,replica15,-38.456587445871044
58,2.491278587,-39.029416181,-20.744036167,replica15,-38.72886991474991
59,2.508882011,-39.267364033,-6.708233391,replica15,-38.82632651112818
60,2.526485435,-39.285118387,4.083181748,replica15,-38.78565270238368
61,2.544088859,-39.142725594,11.615013174,replica15,-38.64750709500703
62,2.561692283,-38.888194546,17.051428407,replica15,-38.4515430510674
63,2.579295707,-38.547206868,21.686246106,replica15,-38.23174184415284
64,2.59689913,-38.125524839,26.183578701,replica15,-38.012566430585046
65,2.614502554,-37.633272566,29.32287629,replica15,-37.80635890758127
66,2.632105978,-37.115780139,28.652639223,replica15,-37.61226217727955
67,2.649709402,-36.65665735,22.600423416,replica15,-37.41677327248665
68,2.667312826,-36.346990526,12.107230742,replica15,-37.195851650792214
69,2.68491625,-36.231516439,1.53215528,replica15,-36.91833114429205
70,2.702519674,-36.256403372,-2.800197147,replica15,-36.55023864295322
71,2.720123098,-36.265606884,3.746732112,replica15,-36.05952214037117
72,2.737726522,-36.058169111,21.391689135,replica15,-35.42064648836873
73,2.755329946,-35.474327656,45.409565765,replica15,-34.61853173320685
74,2.77293337,-34.464250003,68.689598625,replica15,-33.65138402223818
75,2.790536793,-33.094881968,85.439744274,replica15,-32.532093983051254
76,2.808140217,-31.506810113,93.510782766,replica15,-31.288037854193696
77,2.825743641,-29.850301831,93.542401785,replica15,-29.959294270995127
78,2.843347065,-28.247433194,87.821171995,replica15,-28.595464471664158
79,2.860950489,-26.77932262,78.582546347,replica15,-27.25143626324812
80,2.878553913,-25.491531898,67.504358953,replica15,-25.98254554256813
81,2.896157337,-24.406274758,55.670058743,replica15,-24.839651247374178
82,2.913760761,-23.534994771,43.269117337,replica15,-23.86464398042881
83,2.931364185,-22.886161565,30.428934543,replica15,-23.08685544198475
84,2.948967609,-22.463148734,17.723342551,replica15,-22.520731935924616
85,2.966571033,-22.257944153,5.896729134,replica15,-22.16499292710659
86,2.984174457,-22.241822894,-3.553260463,replica15,-22.003331426345152
87,3.00177788,-22.362338106,-9.483620104,replica15,-22.006545594433735
88,3.019381304,-22.55340725,-11.592491303,replica15,-22.135839178400285
89,3.036984728,-22.750598139,-10.314880107,replica15,-22.34690893102488
90,3.054588152,-22.903522368,-6.765760977,replica15,-22.594362771958778
91,3.072191576,-22.983140432,-2.206231203,replica15,-22.835990530184738
92,3.089795,-22.983679892,1.952577749,replica15,-23.03644096200974
93,3.107398424,-22.924934973,4.383678733,replica15,-23.16993951767058
94,3.125001848,-22.842415249,4.655708423,replica15,-23.22180070460064
95,3.142605272,-22.771103768,3.26577071,replica15,-23.1886323480084
96,3.160208696,-22.728202657,1.716212473,replica15,-23.077279623533794
97,3.17781212,-22.703012979,1.47559233,replica15,-22.902697042744666
98,3.195415543,-22.662508946,3.520346192,replica15,-22.68505080560399
99,3.213018967,-22.567064606,7.571132732,replica15,-22.446429672874135
100,3.230622391,-22.394698515,11.852808031,replica15,-22.207572086672744
101,3.248225815,-22.160620248,14.207645241,replica15,-21.984998552911883
102,3.265829239,-21.914623335,13.147573135,replica15,-21.788874839410177
103,3.283432663,-21.714019341,9.348338968,replica15,-21.621832014450604
104,3.301036087,-21.586218479,5.429139561,replica15,-21.478846431999354
105,3.318639511,-21.505526425,4.474728134,replica15,-21.348151568286546
106,3.336242935,-21.401619222,8.093173944,replica15,-21.213029834157766
107,3.353846359,-21.200329034,15.120486818,replica15,-21.054230567985336
108,3.371449783,-20.869794463,22.15414115,replica15,-20.852691854989853
109,3.389053207,-20.439215403,26.04702278,replica15,-20.592215888509866
110,3.40665663,-19.976587509,25.929355817,replica15,-20.261762558104543
111,3.424260054,-19.53835348,23.780103945,replica15,-19.85708093590988
112,3.441863478,-19.133026429,22.648511837,replica15,-19.381485758788667
113,3.459466902,-18.723126663,24.435386767,replica15,-18.845694603550605
114,3.477070326,-18.259365199,28.447902714,replica15,-18.266757696023486
115,3.49467375,-17.722772525,32.219038174,replica15,-17.666222052455602
116,3.512277174,-17.141677431,33.163231484,replica15,-17.067761894752092
117,3.529880598,-16.577861992,30.311578138,replica15,-16.494567614113034
118,3.547484022,-16.088293661,25.136477973,replica15,-15.966809404445575
119,3.565087446,-15.689641996,20.481122136,replica15,-15.49947699315781
120,3.58269087,-15.351148297,18.518421288,replica15,-15.10084627656338
121,3.600294293,-15.020598169,19.36697363,replica15,-14.771743985700764
122,3.617897717,-14.664449475,21.001838527,replica15,-14.505682965204914
123,3.635501141,-14.291160265,20.977249139,replica15,-14.289835477590959
124,3.653104565,-13.942926086,18.166201401,replica15,-14.106712903115234
125,3.670707989,-13.661516388,13.705924183,replica15,-13.936339022856501
126,3.688311413,-13.457313779,9.825332583,replica15,-13.758650070915861
127,3.705914837,-13.30031781,8.520356265,replica15,-13.555833765634983
128,3.723518261,-13.141846686,9.918085852,replica15,-13.31433332555198
129,3.741121685,-12.94082558,13.057594162,replica15,-13.026288576319256
130,3.758725109,-12.682091458,16.237545658,replica15,-12.690258376388563
131,3.776328533,-12.374567314,18.483452516,replica15,-12.311157480103207
132,3.793931957,-12.038012064,19.570596373,replica15,-11.8994355837156
133,3.81153538,-11.688608849,20.105864703,replica15,-11.469615221803
134,3.829138804,-11.327766139,21.020320803,replica15,-11.038377939221657
135,3.846742228,-10.942245268,22.968448897,replica15,-10.622436515221905
136,3.864345652,-10.513797445,25.794612387,replica15,-10.236449872912301
137,3.881949076,-10.036101713,28.286588546,replica15,-9.891225262256093
138,3.8995525,-9.530706208,28.585698815,replica15,-9.592411701344158
139,3.917155924,-9.053262471,24.930459881,replica15,-9.339825201640163
140,3.934759348,-8.676630821,17.283987219,replica15,-9.127468262339615
141,3.952362772,-8.457113039,7.576576329,replica15,-8.944223262567814
142,3.969966196,-8.402769929,-0.876790431,replica15,-8.77512173427809
143,3.98756962,-8.461029945,-4.774659807,replica15,-8.60302812417802
144,4.005173043,-8.5336057,-2.413948492,replica15,-8.410534573886146
145,4.022776467,-8.513301386,5.441774157,replica15,-8.181846663321496
146,4.040379891,-8.326032369,16.040425288,replica15,-7.904449932772352
147,4.057983315,-7.951104243,26.240195116,replica15,-7.570381042137068
148,4.075586739,-7.419913913,33.503444445,replica15,-7.176980517032071
149,4.093190163,-6.794685805,36.86542644,replica15,-6.72706894272029
150,4.110793587,-6.142228451,36.80447897,replica15,-6.228556841688411
151,4.128397011,-5.510466475,34.76026076,replica15,-5.693561906425364
152,4.146000435,-4.921664505,32.128031999,replica15,-5.137158355361371
153,4.163603859,-4.377933066,29.707709732,replica15,-4.575916423486839
154,4.181207283,-3.874288165,27.521601821,replica15,-4.026402375029049
155,4.198810707,-3.410061541,25.164143981,replica15,-3.5038006880592487
156,4.21641413,-2.990263232,22.50718026,replica15,-3.0207926388985786
157,4.234017554,-2.618345445,19.787066606,replica15,-2.586784075213613
158,4.251620978,-2.291594946,17.441778861,replica15,-2.2075259074215396
159,4.269224402,-2.000494169,15.731437985,replica15,-1.885120612533915
160,4.286827826,-1.735398858,14.413756036,replica15,-1.6183633915666573
161,4.30443125,-1.493813751,12.972035649,replica15,-1.4033329656017968
162,4.322034674,-1.281948548,11.008789685,replica15,-1.2341279338048636
163,4.339638098,-1.10893892,8.583595707,replica15,-1.103641526947185
164,4.357241522,-0.979423578,6.170404572,replica15,-1.0042795453547635
165,4.374844946,-0.888852599,4.218566101,replica15,-0.9285502741566151
166,4.39244837,-0.827147494,2.91210387,replica15,-0.8694866699534038
167,4.410051793,-0.782822134,2.199926958,replica15,-0.8208947227497609
168,4.427655217,-0.747738504,1.831964224,replica15,-0.7774522044183195
169,4.445258641,-0.717126139,1.685320394,replica15,-0.7347043854524034
170,4.462862065,-0.686222488,1.896333568,replica15,-0.689014545388686
171,4.480465489,-0.647426282,2.598861627,replica15,-0.6375259199067277
172,4.498068913,-0.592038151,3.754074292,replica15,-0.5781788732418283
173,4.515672337,-0.514567448,5.021193382,replica15,-0.5098052225305737
174,4.533275761,-0.417604807,5.881359551,replica15,-0.4322949192848208
175,4.550879185,-0.312011875,5.971073452,replica15,-0.34680369567797703
176,4.568482609,-0.212263157,5.245573669,replica15,-0.25594884980963817
177,4.586086033,-0.13043307,4.002140642,replica15,-0.16392837538367833
178,4.603689457,-0.071987539,2.662118992,replica15,-0.07649900032722734
179,4.62129288,-0.03535066,1.55459673,replica15,-0.0007623132349197093
180,4.638896304,-0.015222847,0.791045217,replica15,0.055266202889825866
181,4.656499728,-0.005595198,0.349694643,replica15,0.08329603405172897
182,4.674103152,-0.001600632,0.134152934,replica15,0.07556103569986716
183,4.691706576,-0.000236662,0.03240044,replica15,0.025695992581966795
184,4.70931,-0.0,-0.0,replica15,-0.07042082842751284
0,1.4452,-0.0,-0.0,replica10,-0.02535414904329163
1,1.462820582,-8.8507e-05,-0.013662065,replica10,0.011198670274817343
2,1.480441164,-0.000508299,-0.037377273,replica10,0.04006327489385661
3,1.498061746,-0.001722551,-0.112456674,replica10,0.05497637207537165
4,1.515682328,-0.005163479,-0.301634421,replica10,0.04958175746084892
5,1.53330291,-0.01346509,-0.689406095,replica10,0.018346886640527832
6,1.550923492,-0.031493678,-1.429513084,replica10,-0.04257231187620647
7,1.568544074,-0.066864653,-2.678010478,replica10,-0.13465585487774262
8,1.586164656,-0.129820337,-4.591719745,replica10,-0.25665363283512377
9,1.603785238,-0.233121991,-7.255701218,replica10,-0.4046142683474835
10,1.62140582,-0.388902607,-10.496801994,replica10,-0.5723455543102992
11,1.639026402,-0.603633774,-13.843799595,replica10,-0.752286143918194
12,1.656646984,-0.873262916,-16.585848062,replica10,-0.9367099790394611
13,1.674267566,-1.17952095,-17.873912611,replica10,-1.1191330112704923
14,1.691888148,-1.490767238,-17.086168169,replica10,-1.2957530995428965
15,1.70950873,-1.768858783,-14.140012251,replica10,-1.4667342281213533
16,1.727129312,-1.980439254,-9.724420041,replica10,-1.6371489576962275
17,1.744749894,-2.111549632,-5.313196579,replica10,-1.8174192692896194
18,1.762370476,-2.178288446,-2.732554969,replica10,-2.023143826559683
19,1.779991058,-2.229971707,-3.884046677,replica10,-2.2742645939061767
20,1.79761164,-2.343910766,-9.890812973,replica10,-2.5936008634441
21,1.815232222,-2.606371093,-20.600376624,replica10,-3.0048556818797403
