,Dist(nm),FES(kcal/mol),Derivatives,Replica name,Fit FES(kcal/mol)
0,0.709794,-0.0,-0.0,replica13,-0.3580744399574245
1,0.727463777,-5.6359e-05,-0.006182502,replica13,0.15124292634644798
2,0.745133553,-0.000330568,-0.028675366,replica13,0.36445127445741754
3,0.76280333,-0.001354032,-0.09809863,replica13,0.3582041458598002
4,0.780473107,-0.004441352,-0.268354193,replica13,0.20679750236139238
5,0.798142883,-0.012048541,-0.637639277,replica13,-0.02202304677302802
6,0.81581266,-0.029224737,-1.379090524,replica13,-0.2706317021392417
7,0.833482437,-0.063962012,-2.660445333,replica13,-0.4942848553574488
8,0.851152213,-0.127312344,-4.64174257,replica13,-0.6629437986310571
9,0.86882199,-0.232502137,-7.384518115,replica13,-0.762083263493635
10,0.886491766,-0.392015036,-10.748733557,replica13,-0.7924728102573229
11,0.904161543,-0.61337443,-14.279767573,replica13,-0.7689793509459599
12,0.92183132,-0.892898323,-17.171559455,replica13,-0.718496452099324
13,0.939501096,-1.210897356,-18.483180668,replica13,-0.6771561566333755
14,0.957170873,-1.532645903,-17.542951756,replica13,-0.6870189801405406
15,0.97484065,-1.818259687,-14.508080882,replica13,-0.7924652109284677
16,0.992510426,-2.040490265,-10.695817661,replica13,-1.0365241819100872
17,1.010180203,-2.204864732,-8.375418157,replica13,-1.4573771509605935
18,1.02784998,-2.360738615,-10.145846467,replica13,-2.0852540786569698
19,1.045519756,-2.601211044,-18.278717409,replica13,-2.93991604884714
20,1.063189533,-3.052558824,-34.155405888,replica13,-4.028875249033801
21,1.08085931,-3.85503391,-57.974781556,replica13,-5.346455891247931
22,1.098529086,-5.138683561,-88.073277373,replica13,-6.87374528945952
23,1.116198863,-6.979195923,-120.051954039,replica13,-8.579427904954565
24,1.13386864,-9.352152234,-147.066422439,replica13,-10.421440012631882
25,1.151538416,-12.103705987,-161.830589202,replica13,-12.349332097609818
26,1.169208193,-14.971838747,-159.870243777,replica13,-14.307183208293036
27,1.18687797,-17.657437791,-141.786545276,replica13,-16.23687880714475
28,1.204547746,-19.920656544,-113.311110017,replica13,-18.08154305353837
29,1.222217523,-21.647625205,-82.348592349,replica13,-19.788909037026933
30,1.239887299,-22.852853005,-54.952086209,replica13,-21.314416540096737
31,1.257557076,-23.626356468,-33.656902644,replica13,-22.623845898018132
32,1.275226853,-24.075736015,-18.054679069,replica13,-23.695327099867487
33,1.292896629,-24.290740551,-6.922371637,replica13,-24.52060340089961
34,1.310566406,-24.342485021,0.430757751,replica13,-25.10547579056381
35,1.328236183,-24.297293185,4.047698547,replica13,-25.469405686042258
36,1.345905959,-24.221833238,3.860067907,replica13,-25.644304997904836
37,1.363575736,-24.179871449,0.449151896,replica13,-25.672592039600403
38,1.381245513,-24.220394803,-5.330380502,replica13,-25.60463562001142
39,1.398915289,-24.378411875,-12.750864724,replica13,-25.495745443070145
40,1.416585066,-24.678519948,-21.395556347,replica13,-25.402892554251224
